index;cbo;dit;fanin;fanout;lcom;noc;loc;rfc;wmc;totalMethodsQty;protectedMethodsQty;publicMethodsQty;privateMethodsQty;finalFieldsQty;protectedFieldsQty;publicFieldsQty;privateFieldsQty;bugs
4853;18;1;0;18;28;0;133;17;20;8;0;8;0;0;0;0;0;0
4854;4;2;0;4;0;0;39;7;10;4;1;3;0;1;0;0;1;0
4855;8;1;0;8;0;0;69;24;14;7;0;7;0;0;0;0;7;0
4856;2;1;24;2;10;0;7;0;5;5;0;0;0;0;0;0;0;0
4857;12;5;0;12;1;0;130;30;15;3;0;3;0;1;0;0;1;0
4858;9;1;0;9;0;0;43;4;11;3;0;3;0;4;0;0;4;0
4859;2;2;0;2;3;0;29;2;8;3;0;2;0;0;0;0;0;0
4860;3;1;0;3;0;0;5;2;1;1;0;1;0;0;0;0;0;0
4861;2;1;2;2;3;0;5;0;3;3;0;0;0;0;0;0;0;0
4862;9;1;2;9;0;0;102;22;22;6;0;4;2;4;0;0;4;0
4863;3;1;0;3;0;0;14;5;1;1;0;1;0;0;0;0;0;0
4864;3;1;0;3;0;0;98;4;16;2;0;2;0;0;1;0;0;0
4865;7;2;1;7;2485;0;805;68;150;71;1;69;1;0;0;0;0;0
4866;1;4;0;1;0;0;10;0;2;2;0;1;0;2;0;0;2;1
4867;2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
4868;3;1;0;3;1;0;8;2;2;2;0;2;0;0;0;0;0;0
4869;2;1;0;2;0;0;11;3;2;1;0;1;0;0;0;0;0;0
4870;4;2;3;4;4;0;58;10;13;5;1;3;0;1;0;0;2;0
4871;13;1;0;13;0;0;30;7;2;2;0;2;0;6;0;0;6;0
4872;14;2;1;14;0;0;189;27;46;18;0;13;5;6;0;0;9;0
4873;3;1;0;3;0;0;14;6;2;1;0;1;0;0;0;0;0;0
4874;12;2;1;12;55;0;134;14;19;11;2;7;2;0;0;0;0;0
4875;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
4876;6;1;1;6;136;0;164;31;34;17;0;15;2;0;0;0;0;0
4877;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
4878;9;1;2;9;0;0;149;22;36;11;0;11;0;5;0;0;14;0
4879;17;2;1;17;0;0;154;39;22;15;3;12;0;1;0;0;4;0
4880;12;5;1;12;4;0;104;32;20;4;0;3;1;1;0;0;1;0
4881;14;1;2;14;518;0;424;49;108;52;2;47;3;4;0;0;4;0
4882;3;2;0;3;21;0;23;0;7;7;7;0;0;0;0;0;0;0
4883;2;1;1;2;0;0;12;3;3;3;0;3;0;1;0;0;1;0
4884;1;2;2;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0
4885;8;1;5;8;4;1;247;10;30;9;2;7;0;1;0;0;7;0
4886;6;1;2;6;22;0;135;14;24;8;0;7;1;1;0;0;1;0
4887;1;2;0;1;0;0;10;1;2;2;0;2;0;0;0;0;1;0
4888;5;1;4;5;6;0;6;0;4;4;0;0;0;0;0;0;0;0
4889;9;2;2;9;1;0;33;7;6;2;1;0;1;0;0;0;0;0
4890;7;1;0;7;3;0;81;17;9;3;0;3;0;0;0;0;0;0
4891;3;1;0;3;1;0;8;3;2;2;0;2;0;0;0;0;0;0
4892;5;1;0;5;1;0;39;5;3;2;0;2;0;0;0;0;0;0
4893;3;4;0;3;4;0;30;3;7;4;1;3;0;5;0;0;5;0
4894;7;1;0;7;6;0;121;16;22;13;0;13;0;1;0;0;1;0
4895;3;1;0;3;0;0;53;10;6;6;1;5;0;1;0;0;9;0
4896;5;1;0;5;4;0;36;7;7;4;0;4;0;0;0;0;1;0
4897;12;2;0;12;10;0;17;5;5;5;2;3;0;0;0;0;0;0
4898;9;3;1;9;30;0;162;16;18;9;0;7;2;2;0;0;2;0
4899;17;1;0;17;21;0;126;17;19;7;0;7;0;0;0;0;0;0
4900;0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
4901;0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
4902;7;1;0;7;6;0;93;7;6;4;0;4;0;0;0;0;0;0
4903;3;1;0;3;0;0;24;3;3;3;0;3;0;5;0;0;5;0
4904;4;1;2;4;8;0;98;3;11;8;0;5;1;4;0;0;4;0
4905;1;1;0;1;1;0;8;0;2;2;0;2;0;0;0;0;0;0
4906;3;2;6;3;27;0;59;4;15;11;0;11;0;0;0;0;2;0
4907;3;1;0;3;1;0;8;2;2;2;0;2;0;0;0;0;0;0
4908;7;1;3;7;15;1;38;7;10;7;1;6;0;1;0;0;1;0
4909;3;1;0;3;0;0;21;3;3;0;0;0;0;2;0;0;2;0
4910;15;1;13;15;180;2;195;56;47;25;8;17;0;1;5;0;5;1
4911;2;1;1;2;1;0;8;1;2;2;0;2;0;0;0;0;0;0
4912;1;1;5;1;3;4;10;0;3;3;0;3;0;0;0;0;0;0
4913;7;1;0;7;0;0;19;5;2;2;0;2;0;0;0;0;1;0
4914;6;1;1;6;1;0;43;4;2;2;0;1;1;0;0;0;0;0
4915;8;2;0;8;105;0;47;15;15;15;1;14;0;0;0;0;0;0
4916;3;2;0;3;3;0;17;1;5;3;0;2;0;0;0;0;0;0
4917;12;1;0;12;0;0;128;14;27;6;0;4;2;3;0;0;3;0
4918;7;4;1;7;9;1;37;5;10;6;5;1;0;0;0;0;3;0
4919;8;1;25;8;95;0;73;7;19;18;6;12;0;0;0;0;7;0
4920;4;3;0;4;3;0;21;5;3;3;0;3;0;0;1;0;0;0
4921;8;3;2;8;10;0;40;10;6;5;1;4;0;0;0;0;0;0
4922;7;1;3;7;0;1;69;11;21;12;1;11;0;1;0;0;2;1
4923;10;1;3;10;102;0;339;20;94;32;0;30;2;1;0;0;9;1
4924;0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
4925;0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
4926;2;2;0;2;3;0;25;1;5;3;0;2;0;0;0;0;0;0
4927;1;2;0;1;0;0;5;0;1;1;1;0;0;0;0;0;0;0
4928;3;1;0;3;0;0;5;1;1;1;0;1;0;0;0;0;0;0
4929;2;1;1;2;0;0;9;0;2;2;0;2;0;1;0;0;1;0
4930;2;1;0;2;0;0;6;2;1;1;0;1;0;0;0;0;0;0
4931;5;1;0;5;0;0;34;3;8;5;0;4;1;2;0;0;2;0
4932;10;2;1;10;153;0;404;36;34;18;0;16;2;0;0;0;0;0
4933;5;1;7;5;10;0;102;5;6;5;0;0;1;0;0;0;0;0
4934;11;1;0;11;0;0;414;37;82;19;0;19;0;2;0;0;2;0
4935;9;1;1;9;13;0;104;17;14;7;0;6;1;0;0;0;4;0
4936;2;1;0;2;0;0;5;4;1;1;0;1;0;0;0;0;0;0
4937;2;2;0;2;3;0;35;4;5;3;0;2;0;0;0;0;0;0
4938;5;1;0;5;3;0;21;3;3;3;0;3;0;0;0;0;0;0
4939;4;2;0;4;0;0;32;5;9;3;0;3;0;2;0;0;2;0
4940;7;1;1;7;10;0;53;9;10;5;0;4;1;0;0;0;0;0
4941;3;1;0;3;1;0;8;2;2;2;0;2;0;0;0;0;0;0
4942;2;7;3;2;1;0;9;0;2;2;0;2;0;1;0;0;1;0
4943;10;1;1;10;10;0;44;6;6;5;0;4;1;5;0;0;5;0
4944;3;2;8;3;3;8;11;0;3;3;3;0;0;0;0;0;0;0
4945;11;1;4;11;0;1;141;20;32;11;3;5;3;7;0;0;7;0
4946;6;1;0;6;3;0;29;3;3;3;0;3;0;2;0;0;2;0
4947;3;1;0;3;0;0;11;5;2;1;0;1;0;0;0;0;0;0
4948;2;1;0;2;0;0;23;6;3;1;0;1;0;0;0;0;0;0
4949;6;1;1;6;21;0;75;10;22;7;0;2;5;0;0;0;0;0
4950;14;1;3;14;585;0;414;51;81;39;2;33;3;0;0;0;2;0
4951;0;1;2;0;3;0;5;0;3;3;0;0;0;0;0;0;0;0
4952;2;1;0;2;0;0;16;0;1;1;0;0;0;6;0;0;6;1
4953;2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
4954;2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
4955;1;1;0;1;0;0;11;0;2;2;0;2;0;0;0;0;2;0
4956;4;1;2;4;3;0;7;2;3;3;0;0;0;0;0;0;0;0
4957;0;1;31;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
4958;3;4;1;3;4;0;50;3;7;4;1;3;0;20;0;0;20;0
4959;1;1;3;1;1;0;4;0;2;2;0;0;0;0;0;0;0;0
4960;2;1;0;2;1;0;14;6;3;2;0;2;0;1;0;0;1;0
4961;3;1;0;3;1;0;28;0;2;2;0;2;0;0;0;0;0;0
4962;1;2;0;1;1;0;8;0;2;2;2;0;0;0;0;0;0;0
4963;0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
4964;6;1;4;6;0;0;36;6;10;8;0;8;0;2;0;0;2;0
4965;0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
4966;3;2;3;3;6;0;14;0;4;4;0;4;0;0;0;0;0;0
4967;8;1;0;8;0;0;27;7;5;3;0;3;0;0;0;0;1;0
4968;2;1;0;2;10;0;23;3;5;5;0;5;0;0;0;0;0;0
4969;1;1;6;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
4970;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
4971;5;1;0;5;1;0;75;6;16;7;0;7;0;0;0;0;3;0
4972;0;1;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
4973;1;1;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;1
4974;11;1;0;11;15;0;67;16;11;6;0;6;0;0;0;0;0;0
4975;2;6;17;2;0;8;12;1;2;2;1;1;0;3;1;0;2;0
4976;12;2;0;12;10;0;17;4;5;5;2;3;0;0;0;0;0;0
4977;2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
4978;1;1;0;1;0;0;18;3;2;1;0;1;0;0;0;0;0;0
4979;1;1;0;1;0;0;10;3;2;1;0;1;0;0;0;0;0;0
4980;5;2;1;5;0;0;150;28;29;17;0;17;0;2;0;0;2;0
4981;1;1;2;1;1;0;4;0;2;2;0;0;0;0;0;0;0;0
4982;2;1;0;2;0;0;16;0;4;3;0;2;0;0;0;0;2;0
4983;2;4;4;2;1;1;42;5;8;7;0;5;0;0;2;0;0;0
4984;7;2;1;7;40;0;67;9;23;12;0;8;4;0;0;0;2;0
4985;8;1;1;8;14;0;63;21;18;8;0;5;3;3;0;0;3;0
4986;7;2;2;7;13;0;38;17;7;6;5;1;0;0;0;0;2;0
4987;11;1;0;11;3;0;77;22;21;3;0;1;2;0;0;0;0;0
4988;0;1;0;0;0;0;9;0;3;1;0;1;0;0;0;0;0;0
4989;3;7;5;3;0;0;7;2;1;1;0;1;0;1;0;0;1;0
4990;4;1;10;4;0;0;27;3;8;6;0;6;0;1;0;0;1;0
4991;13;1;1;13;45;0;116;29;15;10;0;8;2;0;0;0;2;0
4992;3;1;0;3;1;0;8;2;2;2;0;2;0;0;0;0;0;0
4993;5;2;0;5;0;0;32;5;9;3;0;3;0;2;0;0;2;0
4994;4;1;0;4;2;0;17;0;4;4;0;4;0;2;0;0;2;0
4995;3;1;0;3;0;0;16;6;3;1;0;1;0;0;0;0;0;0
4996;3;1;0;3;0;0;67;5;13;4;0;4;0;0;1;0;0;0
4997;2;1;0;2;1;0;10;1;4;2;1;1;0;0;0;0;0;0
4998;4;1;0;4;3;0;12;3;4;3;2;1;0;0;0;0;0;0
4999;4;1;0;4;3;0;15;4;5;3;2;1;0;0;0;0;0;0
5000;2;1;0;2;1;0;9;2;3;2;1;1;0;0;0;0;0;0
5001;2;1;0;2;1;0;10;1;4;2;1;1;0;0;0;0;0;0
5002;2;1;0;2;1;0;10;1;4;2;1;1;0;0;0;0;0;0
5003;6;3;1;6;21;0;37;9;7;7;1;6;0;0;1;0;0;0
5004;2;1;0;2;1;0;8;1;2;2;0;2;0;0;0;0;0;0
5005;2;1;0;2;1;0;10;1;4;2;1;1;0;0;0;0;0;0
5006;5;1;5;5;18;0;59;13;18;13;0;12;1;3;0;0;4;0
5007;2;1;0;2;1;0;28;3;8;2;1;1;0;0;0;0;0;0
5008;2;1;0;2;1;0;10;1;4;2;1;1;0;0;0;0;0;0
5009;3;1;0;3;6;0;12;0;4;4;0;4;0;0;0;0;0;0
5010;6;4;1;6;1;0;103;0;2;2;0;1;1;1;0;0;1;0
5011;1;1;0;1;0;0;14;1;3;3;0;3;0;2;0;0;2;0
5012;17;1;0;17;10;0;267;6;5;5;0;2;0;3;0;0;3;0
5013;8;2;0;8;15;0;49;11;11;6;0;6;0;0;0;0;0;0
5014;15;1;2;15;5;0;59;19;8;6;0;3;2;3;0;0;3;0
5015;16;1;9;16;0;0;525;51;144;69;2;65;2;2;0;0;3;0
5016;8;2;9;8;94;0;169;13;44;21;0;21;0;0;2;0;1;0
5017;0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
5018;21;2;8;21;1540;4;609;56;157;56;2;54;0;1;0;0;1;0
5019;0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
5020;9;1;4;9;21;3;81;15;24;7;1;5;1;0;0;0;0;0
5021;6;4;1;6;1;0;57;0;2;2;0;1;1;1;0;0;1;0
5022;6;1;1;6;0;0;232;8;65;10;0;3;2;3;0;0;6;0
5023;10;1;1;10;78;0;186;23;34;13;0;12;1;0;0;0;0;0
5024;4;1;4;4;1326;0;58;2;54;52;0;0;0;0;0;0;0;0
5025;2;1;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0
5026;3;2;15;3;16;0;24;7;9;8;2;6;0;1;0;0;1;0
5027;8;1;2;8;45;1;197;45;15;10;1;9;0;0;0;0;0;0
5028;2;1;0;2;1;0;9;3;3;2;0;2;0;0;0;0;0;0
5029;1;1;0;1;1;0;8;0;2;2;0;2;0;0;0;0;0;0
5030;4;1;0;4;67;0;56;4;16;15;0;14;0;2;0;0;5;0
5031;6;1;0;6;1;0;16;6;4;2;0;2;0;0;0;0;0;0
5032;3;1;0;3;1;0;8;2;2;2;0;2;0;0;0;0;0;0
5033;1;1;1;1;6;0;18;1;4;4;0;4;0;1;0;0;2;0
5034;2;1;3;2;11;0;78;7;17;11;0;11;0;3;0;0;3;0
5035;12;1;6;12;55;5;137;14;29;11;2;8;1;0;0;0;0;0
5036;11;3;3;11;303;0;462;40;109;47;2;43;2;5;0;1;4;1
5037;23;2;1;23;1873;0;624;39;103;63;2;60;1;11;2;0;4;0
5038;1;1;0;1;1;0;8;0;2;2;0;2;0;0;0;0;0;0
5039;2;1;0;2;1;0;9;3;3;2;0;2;0;0;0;0;0;0
5040;4;1;0;4;2;0;40;5;12;5;2;3;0;1;0;0;3;0
5041;2;1;0;2;8;0;18;4;5;5;0;5;0;0;0;0;1;0
5042;8;1;1;8;6;0;91;6;9;4;1;3;0;0;0;0;0;0
5043;6;1;0;6;1;0;26;6;7;2;0;2;0;0;0;0;0;0
5044;6;1;0;6;1;0;30;6;9;2;0;2;0;0;0;0;0;0
5045;8;3;3;8;3;0;37;12;5;3;2;0;0;0;0;0;0;0
5046;3;1;1;3;0;0;13;5;1;1;0;1;0;0;0;0;0;0
5047;8;1;4;8;0;0;89;10;15;4;0;3;0;3;0;0;3;0
5048;2;1;6;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0
5049;0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
5050;1;1;17;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
5051;0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
5052;10;2;2;10;120;0;218;34;51;24;0;14;10;8;0;0;8;0
5053;3;2;10;3;0;0;10;0;2;2;0;1;0;1;0;0;1;0
5054;2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
5055;1;1;0;1;0;0;34;4;4;1;0;1;0;0;0;0;0;0
5056;2;1;0;2;1;0;24;9;4;2;0;2;0;0;0;0;0;0
5057;2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
5058;2;2;0;2;0;0;6;1;1;1;0;1;0;1;0;0;1;0
5059;10;1;60;10;0;0;476;78;114;82;0;80;2;1;0;0;2;0
5060;0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
5061;7;2;0;7;861;0;164;31;42;42;0;42;0;0;0;0;0;0
5062;2;1;0;2;1;0;19;1;5;3;0;3;0;0;0;0;2;0
5063;4;2;1;4;3;0;17;3;4;3;1;2;0;1;0;0;1;0
5064;11;1;0;11;31;0;106;16;20;11;0;7;3;8;0;0;8;0
5065;2;2;0;2;8;0;21;4;5;5;0;5;0;0;0;0;2;0
5066;7;1;0;7;3;0;81;17;9;3;0;3;0;0;0;0;0;0
5067;1;1;16;1;1;0;4;0;2;2;0;0;0;0;0;0;0;0
5068;7;1;15;7;205;0;93;17;24;23;12;11;0;5;0;0;10;0
5069;4;1;1;4;0;0;20;4;4;2;0;2;0;0;0;0;2;0
5070;7;1;1;7;6;0;151;11;19;4;0;3;1;0;0;0;0;0
5071;3;1;0;3;6;0;20;1;6;5;0;4;0;1;0;0;2;0
5072;4;1;0;4;3;0;18;2;5;3;0;3;0;0;0;0;0;0
5073;2;1;1;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0
5074;4;2;2;4;120;0;58;14;16;16;0;16;0;0;0;0;0;0
5075;4;1;0;4;3;0;23;3;6;3;0;3;0;0;0;0;0;0
5076;1;1;0;1;3;0;11;0;3;3;0;3;0;0;0;0;0;0
5077;1;1;0;1;3;0;11;0;3;3;0;3;0;0;0;0;0;0
5078;12;2;0;12;10;0;17;4;5;5;2;3;0;0;0;0;0;0
5079;2;1;0;2;3;0;14;2;3;3;0;3;0;0;0;0;0;0
5080;2;1;0;2;6;0;19;4;4;4;0;4;0;0;0;0;0;0
5081;1;1;0;1;3;0;11;3;3;3;0;3;0;0;0;0;0;0
5082;1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
5083;1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
5084;5;1;0;5;0;0;6;3;1;1;0;1;0;0;0;0;0;0
5085;3;1;0;3;0;0;12;2;3;3;0;3;0;1;0;0;1;0
5086;5;1;0;5;0;0;5;1;1;1;0;1;0;0;0;0;0;0
5087;4;1;0;4;3;0;11;0;3;3;0;3;0;0;0;0;0;0
5088;10;1;1;10;1;0;24;14;3;3;0;2;1;0;0;0;4;0
5089;3;1;0;3;0;0;5;0;1;1;0;1;0;0;0;0;0;0
5090;2;2;0;2;3;0;33;1;7;3;0;2;0;1;0;0;1;0
5091;10;1;2;10;116;1;235;43;27;16;1;14;1;14;0;0;14;0
5092;5;1;0;5;0;0;5;1;1;1;0;1;0;0;0;0;0;0
5093;3;2;5;3;8;0;50;4;15;9;0;9;0;0;0;0;2;0
5094;1;2;0;1;0;0;6;0;1;1;0;1;0;1;0;0;1;0
5095;4;1;0;4;10;0;23;9;5;5;0;4;1;0;0;0;0;0
5096;1;1;0;1;0;0;10;3;2;1;0;1;0;0;0;0;0;0
5097;4;1;0;4;10;0;23;9;5;5;0;4;1;0;0;0;0;0
5098;11;1;3;11;404;2;104;16;32;29;7;20;2;0;0;0;1;0
5099;8;1;1;8;236;0;426;38;67;24;0;22;2;0;0;0;10;0
5100;14;10;2;14;21;0;184;14;21;7;0;7;0;0;0;0;0;0
5101;8;2;0;8;105;0;47;15;15;15;1;14;0;0;0;0;0;0
5102;0;1;0;0;0;0;11;5;2;1;0;1;0;0;0;0;0;0
5103;5;2;1;5;0;0;18;6;4;4;0;3;0;2;0;0;2;0
5104;4;2;0;4;0;0;73;5;12;10;0;9;0;4;0;3;4;0
5105;0;1;0;0;1;0;4;0;2;2;0;0;0;0;0;0;0;0
5106;2;1;6;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0
5107;7;1;1;7;0;0;44;12;9;4;0;3;1;0;0;0;1;0
5108;3;1;5;3;4;0;13;0;4;4;0;4;0;1;0;0;1;0
5109;4;7;3;4;6;0;22;2;9;4;0;4;0;1;0;0;1;0
5110;6;1;0;6;3;0;81;8;16;3;0;3;0;0;0;0;0;0
5111;3;1;0;3;0;0;22;6;4;1;0;1;0;0;0;0;0;0
5112;2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
5113;6;1;2;6;4;0;26;8;8;4;0;3;1;1;0;0;1;0
5114;2;1;0;2;36;0;11;0;9;9;0;0;0;0;0;0;0;0
5115;5;2;2;5;0;0;34;2;8;4;0;4;0;1;0;0;1;0
5116;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
5117;4;1;0;4;4;0;54;8;11;5;0;5;0;1;0;0;3;0
5118;3;4;12;3;0;4;22;3;5;5;0;5;0;2;0;0;2;0
5119;10;1;0;10;671;0;160;49;51;51;0;50;1;5;0;0;5;0
5120;1;1;0;1;1;0;8;0;2;2;0;2;0;0;0;0;0;0
5121;2;1;0;2;1;0;9;3;3;2;0;2;0;0;0;0;0;0
5122;9;1;9;9;3252;1;1697;80;507;113;16;95;2;22;4;8;14;1
5123;2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
5124;2;1;0;2;6;0;13;1;4;4;0;4;0;0;0;0;0;0
5125;3;1;0;3;1;0;8;2;2;2;0;2;0;0;0;0;0;0
5126;0;5;6;0;0;0;12;1;1;1;0;0;0;7;0;6;1;0
5127;2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
5128;1;1;0;1;1;0;10;0;3;2;0;2;0;0;0;0;0;0
5129;7;1;0;7;0;0;28;11;5;3;0;2;0;3;0;0;4;0
5130;4;1;0;4;3;0;24;4;5;3;0;2;0;0;0;0;2;0
5131;7;1;0;7;15;0;133;8;27;6;0;6;0;0;0;0;0;0
5132;2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
5133;8;2;0;8;3;0;94;11;13;3;0;1;2;0;0;0;0;0
5134;5;1;0;5;61;0;72;6;16;14;4;10;0;0;7;0;0;0
5135;12;3;13;12;16;6;86;8;12;8;6;2;0;0;0;0;6;0
5136;8;1;0;8;0;0;37;8;4;1;0;1;0;0;0;0;0;0
5137;4;1;0;4;0;0;14;2;2;2;0;2;0;1;0;0;1;0
5138;4;1;0;4;3;0;24;4;5;3;0;2;0;0;0;0;2;0
5139;19;1;1;19;28;0;71;19;9;8;0;6;2;1;0;0;1;0
5140;2;1;0;2;1;0;9;0;2;2;0;2;0;0;0;0;0;0
5141;3;3;0;3;0;0;9;0;2;2;0;2;0;0;1;0;0;0
5142;1;1;2;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
5143;2;1;0;2;0;0;12;2;3;3;0;3;0;1;0;0;1;0
5144;11;2;0;11;0;0;83;13;13;5;0;5;0;0;0;0;1;0
5145;3;1;0;3;7;0;30;1;7;6;0;6;0;2;0;0;3;0
5146;3;2;11;3;6;2;14;0;4;4;0;4;0;0;0;0;0;0
5147;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
5148;10;1;1;10;36;0;182;26;35;9;1;6;2;0;0;0;0;0
5149;2;2;0;2;0;0;9;0;3;2;1;0;0;1;0;0;1;0
5150;8;1;1;8;15;0;122;10;12;7;2;5;0;0;3;0;0;0
5151;2;1;0;2;1;0;10;1;4;2;1;1;0;0;0;0;0;0
5152;5;1;1;5;6;0;36;11;5;4;0;3;1;0;0;0;0;0
5153;2;6;0;2;0;0;25;2;6;6;0;6;0;3;0;0;3;0
5154;2;2;3;2;0;0;22;2;4;4;0;4;0;3;0;0;3;0
5155;2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
5156;3;1;0;3;1;0;8;2;2;2;0;2;0;0;0;0;0;0
5157;10;1;1;10;25;0;216;12;34;10;0;8;2;1;0;0;1;0
5158;4;1;0;4;0;0;11;3;2;1;0;1;0;0;0;0;0;1
5159;3;3;2;3;6;0;35;0;8;4;2;1;0;1;0;0;1;0
5160;1;2;0;1;0;0;10;0;2;2;0;1;0;1;0;0;1;0
5161;5;1;0;5;0;0;26;6;2;1;0;1;0;0;0;0;0;0
5162;7;1;1;7;0;0;158;22;10;5;0;4;1;0;0;0;5;0
5163;7;1;0;7;36;0;59;5;9;9;0;9;0;1;0;0;1;0
5164;10;1;1;10;60;0;161;25;16;16;0;10;6;2;0;0;6;0
5165;2;1;2;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0
5166;10;1;3;10;21;0;65;9;8;7;0;7;0;0;0;0;3;0
5167;3;1;0;3;3;0;35;4;7;3;0;3;0;0;0;0;3;0
5168;13;7;2;13;0;0;1644;32;336;13;1;2;10;17;0;3;34;1
5169;1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
5170;7;2;1;7;15;0;90;12;17;7;2;5;0;0;0;0;2;0
5171;4;1;0;4;0;0;50;4;12;2;0;2;0;5;0;0;5;0
5172;22;4;1;22;720;0;688;81;149;40;2;6;32;10;0;0;45;1
5173;2;1;0;2;0;0;62;6;19;6;0;2;1;6;0;3;3;0
5174;3;1;0;3;0;0;5;0;1;1;0;1;0;0;0;0;0;0
5175;3;1;0;3;1;0;19;2;6;3;0;3;0;1;0;0;2;0
5176;0;1;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
5177;9;2;1;9;0;0;76;17;19;8;0;5;3;2;0;0;2;0
5178;4;1;1;4;0;0;78;17;9;3;0;2;1;0;2;0;0;0
5179;2;1;0;2;3;0;11;3;3;3;0;3;0;0;0;0;0;0
5180;0;5;0;0;0;0;6;0;1;1;0;1;0;1;0;0;1;0
5181;4;1;0;4;0;0;12;3;2;2;0;2;0;1;0;0;2;0
5182;3;2;5;3;8;0;46;3;11;9;0;9;0;0;0;0;2;0
5183;3;2;5;3;8;0;50;4;15;9;0;9;0;0;0;0;2;0
5184;3;1;0;3;3;0;21;2;4;3;0;3;0;1;0;0;1;0
5185;7;1;0;7;6;0;59;13;11;9;0;9;0;0;0;0;1;0
5186;1;1;5;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
5187;2;8;10;2;1;0;9;0;2;2;0;2;0;1;0;0;1;0
5188;0;1;10;0;0;0;14;0;3;3;0;3;0;2;0;0;2;0
5189;0;1;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
5190;14;1;24;14;435;0;332;43;81;30;0;29;1;0;0;0;0;0
5191;12;2;0;12;10;0;17;5;5;5;2;3;0;0;0;0;0;0
5192;16;1;1;16;5;0;173;24;33;6;0;6;0;3;0;0;5;0
5193;1;1;1;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
5194;1;1;0;1;1;0;4;0;2;2;0;0;0;0;0;0;0;0
5195;5;1;1;5;0;0;27;7;8;8;0;8;0;1;0;0;1;0
5196;4;3;0;4;1;0;32;5;3;3;0;3;0;0;1;0;0;0
5197;6;1;3;6;171;2;132;22;39;19;0;6;2;1;0;0;1;0
5198;7;1;1;7;1;0;79;9;4;2;0;1;1;0;0;0;0;0
5199;0;1;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
5200;10;1;1;10;21;0;152;13;17;7;0;6;1;0;0;0;0;0
5201;10;1;2;10;15;1;71;14;18;6;1;5;0;1;0;1;0;0
5202;9;1;1;9;15;0;52;11;9;6;0;5;1;0;0;0;0;0
5203;4;1;0;4;0;0;80;10;9;4;0;4;0;0;1;0;4;0
5204;2;1;5;2;126;0;344;15;54;17;0;0;8;5;0;0;5;0
5205;11;1;1;11;1;0;49;16;9;2;1;1;0;0;0;0;0;0
5206;2;1;10;2;1;0;31;1;9;6;0;5;1;0;0;0;3;0
5207;2;1;0;2;0;0;15;0;3;3;0;2;0;0;0;0;1;0
